Platform,dummy_HBO,id,title,exclusive,type,dummy_movie,description,release_year,L10Y_vs_old,L10Y_vs_old dummy,release_year_segments,age_certification,age_certification_segments,dummy_mature,dummy_NR,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
HBO Max,1,ts6457,Chuck,exclusive,SHOW,0,"When Buy More computer geek Chuck Bartowski unwittingly downloads a database of government information and deadly fighting skills into his head, he becomes the CIA's most vital secret. This sets Chuck on a path to become a full-fledged spy.",2007,Old,0,New,TV-14,mature,1,0,43,"['action', 'comedy', 'drama']",['US'],5,tt0934814,8.2,134647,35.065,7.8
HBO Max,1,tm79234,28 Weeks Later,exclusive,MOVIE,1,"The inhabitants of the British Isles have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",2007,Old,0,New,R,mature,1,0,100,"['scifi', 'horror', 'drama', 'action']","['GB', 'ES']",,tt0463854,6.9,272101,35.062,6.6
Netflix,0,ts12787,Code Geass: Lelouch of the Rebellion,exclusive,SHOW,0,"Japan has been invaded and conquered by the Britannian Empire. Japan is now known as Area 11 and its citizens known as Elevens. The Britannian Empire takes away Japan's autonomous power and imposes its rule through the use of Knightmares. The Empire's rule has never faltered, but cracks have begun to show...",2006,Old,0,New,TV-14,mature,1,0,24,"['scifi', 'action', 'animation', 'drama', 'war', 'thriller']",['JP'],3,tt0994314,8.7,62367,35.011,8.493
Netflix,0,ts21869,Sense8,exclusive,SHOW,0,"One gunshot, one death, one moment out of time that irrevocably links eight minds in disparate parts of the world, putting them in each other's lives, each other's secrets, and in terrible danger. Ordinary people suddenly reborn as ""Sensates.""",2015,L10Y,1,New,TV-MA,mature,1,0,62,"['scifi', 'drama', 'thriller']",['US'],2,tt2431438,8.2,152865,34.974,7.8
HBO Max,1,tm180913,Identity Thief,exclusive,MOVIE,1,"When a mild-mannered businessman learns his identity has been stolen, he hits the road in an attempt to foil the thief -- a trip that puts him in the path of a deceptively harmless-looking woman.",2013,L10Y,1,New,R,mature,1,0,107,"['crime', 'comedy', 'drama']",['US'],,tt2024432,5.7,132186,34.744,5.8
Netflix,0,tm991529,The Hand of God,exclusive,MOVIE,1,"In 1980s Naples, Italy, an awkward Italian teen struggling to find his place experiences heartbreak and liberation after he's inadvertently saved from a freak accident by football legend Diego Maradona.",2021,L10Y,1,New,R,mature,1,0,130,['drama'],['IT'],,tt12680684,7.4,30235,34.74,7.6
Netflix,0,ts41258,Cinderella and Four Knights,exclusive,SHOW,0,"Eun Ha-Won is a college student. She is a bright girl who wants to be a veterinarian, but at home she is lonely. She is isolated from her family members. Eun Ha-Won lives with father, step-mother and step-sister after her mother died in a car accident. One day, she helps a mysterious old man. The old man suggests to her to live in a mansion and pursue her dream of becoming a veterinarian. Since than, she moves into the mansion and lives with three cousins Kang Ji-Woon, Kang Hyun-Min, Kang Seo-Woo and their bodyguard Lee Yoon-Sung.",2016,L10Y,1,New,TV-PG,youth,0,0,61,"['drama', 'family', 'comedy', 'romance']",['KR'],1,tt5764414,7.4,3943,34.735,7.3
HBO Max,1,tm42704,Ben-Hur,exclusive,MOVIE,1,"In 25 AD,Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.  Three years later and freed by a grateful Roman galley commander whom he has rescued from drowning, he becomes an expert charioteer for Rome, all the while plotting to return to Judea, find and rescue his family, and avenge himself on his former friend.  All the while, the form and work of Jesus move in the background of his life...",1959,Old,0,Middle,G,youth,0,0,212,"['drama', 'history']",['US'],,tt0052618,8.1,235296,34.56,7.8
Netflix,0,ts301915,The King's Affection,exclusive,SHOW,0,"When the crown prince is killed, his twin sister assumes the throne while trying to keep her identity and affection for her first love a royal secret.",2021,L10Y,1,New,TV-14,mature,1,0,65,['drama'],['KR'],1,,,,34.387,8.3
Netflix,0,ts269096,She Would Never Know,exclusive,SHOW,0,"It is an office romance about female senior who doesn’t want to catch feelings for younger men and male junior who are handsome, sexy and has a straightforward style.",2021,L10Y,1,New,TV-14,mature,1,0,64,"['drama', 'romance']",['KR'],1,tt13446244,7.5,743,34.287,8.8
Netflix,0,tm350379,Ghostland,exclusive,MOVIE,1,"A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange . . .",2018,L10Y,1,New,R,mature,1,0,91,"['thriller', 'horror', 'drama', 'european']","['CA', 'FR']",,tt6195094,6.4,31379,34.263,7.4
Netflix,0,tm1045603,The House of Flowers: The Movie,exclusive,MOVIE,1,The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve a hidden treasure of significant importance.,2021,L10Y,1,New,R,mature,1,0,86,"['drama', 'comedy']",['MX'],,tt14549558,5.5,851,34.004,8
Netflix,0,ts6,House of Cards,exclusive,SHOW,0,"Set in present day Washington, D.C., House of Cards is the story of Frank Underwood, a ruthless and cunning politician, and his wife Claire who will stop at nothing to conquer everything. This wicked political drama penetrates the shadowy world of greed, sex and corruption in modern D.C.",2013,L10Y,1,New,TV-MA,mature,1,0,52,['drama'],['US'],6,tt1856010,8.7,497650,33.936,8.1
HBO Max,1,tm121105,Castle in the Sky,exclusive,MOVIE,1,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,1986,Old,0,Middle,PG,youth,0,0,124,"['animation', 'action', 'romance', 'family', 'fantasy', 'scifi', 'drama']",['JP'],,tt0092067,8,162846,33.875,8
Netflix,0,ts41766,The Good Place,exclusive,SHOW,0,"Eleanor Shellstrop, an ordinary woman who, through an extraordinary string of events, enters the afterlife where she comes to realize that she hasn't been a very good person. With the help of her wise afterlife mentor, she's determined to shed her old way of living and discover the awesome (or at least the pretty good) person within.",2016,L10Y,1,New,TV-14,mature,1,0,23,"['scifi', 'romance', 'comedy', 'drama', 'fantasy']",['US'],4,tt4955642,8.2,152884,33.793,8
Netflix,0,tm141707,Blood and Bone,exclusive,MOVIE,1,"In Los Angeles, an ex-con takes the underground fighting world by storm in his quest to fulfill a promise to a dead friend.",2009,Old,0,New,R,mature,1,0,93,"['thriller', 'sport', 'action', 'crime', 'drama']",['US'],,tt0346631,6.7,33051,33.787,7.4
Netflix,0,tm986168,The Guilty,exclusive,MOVIE,1,A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,2021,L10Y,1,New,R,mature,1,0,91,"['drama', 'thriller', 'action', 'crime']",['US'],,tt9421570,6.3,117984,33.761,6.4
Netflix,0,ts53051,The OA,exclusive,SHOW,0,"Prairie Johnson, blind as a child, comes home to the community she grew up in with her sight restored. Some hail her a miracle, others a dangerous mystery, but Prairie won’t talk with the FBI or her parents about the seven years she went missing.",2016,L10Y,1,New,TV-MA,mature,1,0,55,"['scifi', 'drama', 'fantasy']",['US'],2,tt4635282,7.8,103176,33.623,7.6
Netflix,0,tm348993,44764,exclusive,MOVIE,1,"In Norway on 22 July 2011, neo-Nazi terrorist Anders Behring Breivik murdered 77 young people attending a Labour Party Youth Camp on Utöya Island outside of Oslo. This three-part story will focus on the survivors of the attacks, the political leadership of Norway, and the lawyers involved.",2018,L10Y,1,New,R,mature,1,0,143,"['thriller', 'crime', 'drama', 'history', 'european']","['US', 'IS', 'NO']",,tt7280898,6.8,33609,33.575,7.2
HBO Max,1,tm184362,V for Vendetta,exclusive,MOVIE,1,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",2006,Old,0,New,R,mature,1,0,128,"['fantasy', 'thriller', 'drama', 'scifi', 'action']","['DE', 'GB', 'US']",,tt0434409,8.2,1097898,33.557,7.9
Netflix,0,ts25252,Yu-Gi-Oh!,exclusive,SHOW,0,"A timid young boy who loves all sorts of games, one day solves an ancient puzzle known as the Millennium Puzzle, causing his body to play host to a mysterious spirit with the personality of a gambler.",1998,Old,0,New,TV-Y,youth,0,0,22,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",['JP'],7,tt4834194,7.3,21113,33.504,7.358
Netflix,0,ts57120,Good Girls,exclusive,SHOW,0,"Three ""good girl"" suburban wives and mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.",2018,L10Y,1,New,TV-14,mature,1,0,42,"['drama', 'crime', 'comedy']",['US'],4,tt6474378,7.7,50919,33.403,8.1
Netflix,0,ts95997,Raising Dion,exclusive,SHOW,0,A widowed single mom discovers that her son has super powers and tries to figure out how to raise him safely and responsibly.,2019,L10Y,1,New,TV-G,youth,0,0,43,"['scifi', 'drama']",['US'],2,tt7826108,7.1,14799,33.326,7.8
HBO Max,1,tm1029297,Cry Macho,exclusive,MOVIE,1,"Mike Milo, a one-time rodeo star and washed-up horse breeder, takes a job from an ex-boss to bring the man's young son home from Mexico.",2021,L10Y,1,New,PG-13,mature,1,0,104,"['western', 'drama', 'thriller']",['US'],,tt1924245,5.7,24048,33.27,6.1
Netflix,0,tm979026,"tick, tick... BOOM!",exclusive,MOVIE,1,"On the cusp of his 30th birthday, Jonathon Larson, a promising young theater composer, navigates love, friendship, and the pressures of life as an artist in New York City.",2021,L10Y,1,New,PG-13,mature,1,0,121,['drama'],['US'],,tt8721424,7.5,98370,33.246,7.8
Netflix,0,tm200690,The Forest,exclusive,MOVIE,1,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",2016,L10Y,1,New,R,mature,1,0,95,"['horror', 'thriller', 'scifi', 'drama', 'fantasy']",['US'],,tt3387542,4.8,42561,33.204,5.2
Netflix,0,ts38718,Slasher,exclusive,SHOW,0,"Thirty years ago, in the sleepy community of Waterbury, a killer known as “The Executioner” murdered Sarah Bennett's parents. Now Sarah and her husband Dylan have returned to town, only to find herself the centerpiece in a series of horrifying murders centered around the seven deadly sins.",2016,L10Y,1,New,TV-MA,mature,1,0,46,"['crime', 'drama', 'horror', 'thriller']",['CA'],4,tt4667888,6.7,14321,33.199,6.6
HBO Max,1,tm85941,The Butterfly Effect,exclusive,MOVIE,1,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",2004,Old,0,New,R,mature,1,0,113,"['thriller', 'drama', 'scifi']","['CA', 'US']",,tt0289879,7.6,479961,33.173,7.5
HBO Max,1,ts9583,Dawson's Creek,exclusive,SHOW,0,Dawson's Creek is an American teen drama that portrays the fictional lives of a close-knit group of teenagers through high school and college.,1998,Old,0,New,TV-PG,youth,0,0,44,"['drama', 'romance']",['US'],6,tt0118300,6.7,40870,33.12,7.5
Netflix,0,ts83970,All American,exclusive,SHOW,0,"When a rising high school football player from South Central L.A. is recruited to play for Beverly Hills High, the wins, losses and struggles of two families from vastly different worlds - Compton and Beverly Hills - begin to collide. Inspired by the life of pro football player Spencer Paysinger.",2018,L10Y,1,New,TV-14,mature,1,0,42,"['drama', 'sport']",['US'],5,tt7414406,7.6,9704,33.102,8.272
HBO Max,1,tm35465,Black Hawk Down,exclusive,MOVIE,1,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",2001,Old,0,New,R,mature,1,0,145,"['action', 'war', 'drama', 'history']","['GB', 'US']",,tt0265086,7.7,388596,33.063,7.4
Netflix,0,ts42477,Babylon Berlin,exclusive,SHOW,0,"Beneath the decadence of 1929 Berlin, lies an underworld city of sin. Police investigator Gareon Rath has been transferred from Cologne to the epicenter of political and social changes in the Golden Twenties.",2017,L10Y,1,New,TV-MA,mature,1,0,49,"['drama', 'thriller', 'crime', 'history', 'european']",['DE'],4,tt4378376,8.4,23638,33.053,7.9
Netflix,0,tm1092892,Found,exclusive,MOVIE,1,Follows the story of three American teenage girls—each adopted from China—who discover they are blood-related cousins on 23andMe. Their online meeting inspires the young women to confront the burning questions they have about their lost history.,2021,L10Y,1,New,PG,youth,0,0,97,"['documentation', 'drama']","['CN', 'US']",,tt13622146,7.5,1198,32.993,7.5
Netflix,0,tm22327,Full Metal Jacket,exclusive,MOVIE,1,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987,Old,0,Middle,R,mature,1,0,117,"['war', 'drama']","['US', 'GB']",,tt0093058,8.3,729274,32.937,8.1
HBO Max,1,tm160199,The Good Doctor,exclusive,MOVIE,1,"Dr. Martin Blake, who has spent his life looking for respect, meets an 18-year-old patient named Diane, suffering from a kidney infection, and gets a much-needed boost of self-esteem. However, when her health starts improving, Martin fears losing her, so he begins tampering with her treatment, keeping Diane sick and in the hospital right next to him.",2011,Old,0,New,R,mature,1,0,93,"['thriller', 'drama']",['US'],,tt2189626,5.5,6787,32.888,6.2
HBO Max,1,ts11945,The Fresh Prince of Bel-Air,exclusive,SHOW,0,"Will, a street-smart teenager, moves from the tough streets of West Philly to posh Bel-Air to live with his Uncle Philip, Aunt Vivian, his cousins — spoiled Hilary, preppy Carlton and young Ashley — and their sophisticated British butler, Geoffrey. Though Will’s antics and upbringing contrast greatly with the upper-class lifestyle of his extended relatives, he soon finds himself right at home as a loved part of the family.",1990,Old,0,New,TV-PG,youth,0,0,24,"['comedy', 'drama']",['US'],6,tt0098800,7.9,132057,32.721,8
